ProjectID,BuildingID,BedroomSize,MaxAllowableIncome,TotalUnits,MedianInitialLegalRent,HighInitialLegalRent,LowInitialLegalRent,MedianActualRent,HighActualRent,LowActualRent
55026,86493,1-BR,151%-160%,1,,,,"1,355","1,355","1,355"
55026,86493,2-BR,151%-160%,1,,,,"1,619","1,619","1,619"
55026,109998,2-BR,151%-160%,1,,,,,,
55026,109998,3-BR,151%-160%,3,,,,,,
55026,86507,2-BR,151%-160%,3,,,,"1,463","1,463","1,463"
55026,86507,4-BR,151%-160%,2,,,,"1,510","1,874","1,146"
66805,966644,1-BR,151%-160%,4,,,,"2,298.5","2,794","1,980"
48704,63982,2-BR,151%-160%,1,"1,469","1,469","1,469","1,491","1,491","1,491"
55026,85470,2-BR,151%-160%,1,715,715,715,715,715,715
55026,85470,3-BR,151%-160%,1,"1,572","1,572","1,572","1,572","1,572","1,572"
55026,85467,2-BR,151%-160%,1,715,715,715,715,715,715
55026,85467,3-BR,151%-160%,1,"1,572","1,572","1,572","1,572","1,572","1,572"
55026,86506,2-BR,151%-160%,3,"1,982","1,982","1,530","1,463","1,463","1,463"
55026,86506,4-BR,151%-160%,3,"1,838","2,555","1,317","1,492","1,838","1,146"
55026,86493,1-BR,151%-160%,1,"1,652","1,652","1,652",,,
55026,86493,2-BR,151%-160%,1,"1,639","1,639","1,639","1,587","1,587","1,587"
55026,109998,3-BR,151%-160%,3,"2,290","2,290","2,290",,,
55026,86507,2-BR,151%-160%,3,"1,982","1,982","1,530","1,463","1,463","1,463"
55026,86507,4-BR,151%-160%,3,"1,838","2,555","1,317","1,492","1,838","1,146"
48726,943722,1-BR,161%-165%,157,,,,,,
48726,943722,2-BR,161%-165%,128,,,,,,
48726,943722,3-BR,161%-165%,21,,,,,,
48726,943722,STUDIO,161%-165%,65,,,,,,
49143,945536,1-BR,161%-165%,64,,,,,,
49143,945536,2-BR,161%-165%,61,,,,,,
49143,945536,3-BR,161%-165%,13,,,,,,
49143,945536,STUDIO,161%-165%,44,,,,,,
61639,88676,2-BR,161%-165%,1,,,,"1,159","1,159","1,159"
61639,79796,2-BR,161%-165%,1,,,,"1,159","1,159","1,159"
61639,79749,2-BR,161%-165%,1,,,,"1,159","1,159","1,159"
44218,987329,STUDIO,161%-170%,264,,,,,,
44218,987329,1-BR,161%-170%,7,,,,,,
44218,987329,2-BR,161%-170%,12,,,,,,
44218,987329,3-BR,161%-170%,2,,,,,,
44218,987329,STUDIO,161%-170%,11,,,,,,
44324,927213,1-BR,161%-170%,11,"2,391","2,391","2,391","2,391","2,391","2,391"
44324,927213,2-BR,161%-170%,10,"2,877","2,877","2,877","2,877","2,877","2,877"
44324,927213,STUDIO,161%-170%,6,"1,904","1,904","1,904","1,904","1,904","1,904"
44405,973259,1-BR,161%-170%,33,,,,"2,600","2,600","2,600"
44405,973259,2-BR,161%-170%,10,,,,"3,129","3,129","3,129"
44405,973259,3-BR,161%-170%,23,,,,"3,129","3,608","3,129"
44405,973259,STUDIO,161%-170%,16,,,,"2,424","2,424","2,424"
45578,25214,2-BR,161%-170%,2,"3,021","3,021","3,021",,,
45578,25214,3-BR,161%-170%,5,"3,483","3,483","3,483",,,
48128,38344,2-BR,161%-170%,11,,,,,,
48128,38344,3-BR,161%-170%,5,,,,,,
48128,38995,1-BR,161%-170%,6,,,,,,
48128,38995,2-BR,161%-170%,9,,,,,,
48128,38995,STUDIO,161%-170%,5,,,,,,
48676,42818,2-BR,161%-170%,2,"1,064","1,161",967,634.5,809,460
48676,42813,2-BR,161%-170%,1,967,967,967,790,790,790
48679,63052,1-BR,161%-170%,3,,,,745,"1,185",473
48679,63059,4-BR,161%-170%,3,,,,"1,204","1,975","1,140"
48679,63053,1-BR,161%-170%,1,,,,636,636,636
48679,63053,2-BR,161%-170%,2,,,,"1,046","1,200",892
48679,63055,4-BR,161%-170%,4,,,,"1,272.5","1,895","1,117"
48679,63054,1-BR,161%-170%,7,,,,800,918,645
48679,63054,2-BR,161%-170%,5,,,,"1,100","1,339",685
48679,63048,1-BR,161%-170%,2,,,,800.5,885,716
49570,804217,2-BR,161%-170%,1,,,,,,
49570,42452,2-BR,161%-170%,1,,,,,,
49570,10011,2-BR,161%-170%,1,,,,,,
50352,77186,1-BR,161%-170%,13,,,,799,987,407
50352,77186,2-BR,161%-170%,1,,,,922,922,922
50352,77186,3-BR,161%-170%,1,,,,837,837,837
50352,60498,2-BR,161%-170%,1,,,,824,824,824
50352,60498,3-BR,161%-170%,4,,,,869,897,774
50352,97550,1-BR,161%-170%,7,,,,726,909,316
50352,97550,2-BR,161%-170%,1,,,,800,800,800
51357,951689,1-BR,161%-170%,4,"2,545","2,545","2,545","2,312","2,312","2,312"
51357,951689,2-BR,161%-170%,1,"3,066","3,066","3,066","2,783","2,783","2,783"
51357,951689,STUDIO,161%-170%,3,"2,545","2,545","2,545","2,312","2,312","2,312"
51617,25490,1-BR,161%-170%,1,,,,862,862,862
51617,805099,1-BR,161%-170%,3,,,,900,926,880
51867,927152,STUDIO,161%-170%,8,"1,980","1,980","1,980","1,637","1,637","1,637"
51867,927152,1-BR,161%-170%,12,"2,487","2,487","2,487","2,199","2,199","2,199"
51867,927152,2-BR,161%-170%,16,"2,993","2,993","2,993","2,993","2,993","2,993"
51867,927152,3-BR,161%-170%,2,"3,452","3,452","3,452","3,452","3,452","3,452"
52083,967329,1-BR,161%-170%,1,,,,,,
52083,967329,2-BR,161%-170%,7,,,,,,
52083,967329,STUDIO,161%-170%,6,,,,,,
52539,40896,2-BR,161%-170%,2,,,,,,
52758,380112,1-BR,161%-170%,1,,,,829,829,829
52758,380112,2-BR,161%-170%,2,,,,"1,002.5","1,003","1,002"
52758,380112,3-BR,161%-170%,5,,,,"1,013","1,122",914
52758,314170,2-BR,161%-170%,1,,,,"1,223","1,223","1,223"
52758,334922,3-BR,161%-170%,1,,,,"1,010","1,010","1,010"
52758,314270,2-BR,161%-170%,1,,,,"1,016","1,016","1,016"
52758,362714,2-BR,161%-170%,3,,,,"1,103","1,123","1,017"
52758,234869,2-BR,161%-170%,3,,,,"1,116","1,117","1,115"
52758,287626,1-BR,161%-170%,1,,,,"1,188","1,188","1,188"
52758,287626,3-BR,161%-170%,1,,,,"1,216","1,216","1,216"
52758,287213,2-BR,161%-170%,1,,,,"1,416","1,416","1,416"
52758,185927,1-BR,161%-170%,5,,,,867,"1,007",832
52758,185927,2-BR,161%-170%,3,,,,"1,004","1,014",897
52758,287616,2-BR,161%-170%,2,,,,924.5,942,907
52758,287616,3-BR,161%-170%,1,,,,954,954,954
52758,376556,2-BR,161%-170%,2,,,,"1,030.5","1,105",956
52758,287624,2-BR,161%-170%,1,,,,"1,355","1,355","1,355"
52758,313969,1-BR,161%-170%,1,,,,819,819,819
52758,313969,2-BR,161%-170%,1,,,,"1,105","1,105","1,105"
52758,301835,2-BR,161%-170%,6,,,,815,969,726
52758,301835,STUDIO,161%-170%,2,,,,774.5,778,771
52758,351579,1-BR,161%-170%,2,,,,872,913,831
52758,351579,2-BR,161%-170%,3,,,,988,"1,021",952
52774,974242,1-BR,161%-170%,104,"2,765","2,765","2,765","2,300","2,300","2,300"
52774,974242,2-BR,161%-170%,124,"3,325","3,325","3,325","2,900","2,900","2,900"
52774,974242,3-BR,161%-170%,11,"3,833","3,833","3,833","3,250","3,250","3,250"
52774,974242,STUDIO,161%-170%,61,"2,205","2,205","2,205","1,800","1,800","1,800"
53655,116883,2-BR,161%-170%,2,"1,397.5","1,872",923,840.5,941,740
53655,116883,3-BR,161%-170%,1,"2,061","2,061","2,061","1,437","1,437","1,437"
58860,307569,STUDIO,Other,3,,,,,,
53655,120441,1-BR,161%-170%,2,"2,597.5","2,602","2,593",522,656,388
53655,120441,3-BR,161%-170%,1,"3,694","3,694","3,694",775,775,775
53655,60419,2-BR,161%-170%,3,"3,291","3,798",0,"1,182","1,703",0
53655,60419,STUDIO,161%-170%,2,"2,408.5","2,414","2,403",853,926,780
53655,64879,1-BR,161%-170%,2,"1,595","3,190",0,323,646,0
53655,64879,2-BR,161%-170%,1,"3,220","3,220","3,220",855,855,855
53655,116887,1-BR,161%-170%,5,"1,441","2,459",669,825,"1,047",457
53655,116887,2-BR,161%-170%,8,"1,797.5","2,885",779,931,"1,417",684
53655,116887,3-BR,161%-170%,3,"1,919","2,630","1,271","1,326","1,919","1,246"
53655,116887,STUDIO,161%-170%,1,0,0,0,0,0,0
53655,99246,1-BR,161%-170%,1,"2,318","2,318","2,318",363,363,363
53655,99246,2-BR,161%-170%,2,"4,406","5,605","3,207","1,523.5","1,957","1,090"
53655,56805,1-BR,161%-170%,1,"2,931","2,931","2,931","1,014","1,014","1,014"
53655,56805,2-BR,161%-170%,7,"3,103","3,989","2,937","1,131","1,236",218
53655,56805,3-BR,161%-170%,3,"3,431","3,648",0,918,976,0
53655,56805,STUDIO,161%-170%,2,"2,614.5","2,731","2,498",521.5,658,385
53655,56835,1-BR,161%-170%,2,810,810,810,522,656,388
53655,56835,3-BR,161%-170%,1,"1,124","1,124","1,124",775,775,775
53655,65038,1-BR,161%-170%,2,"2,765","2,765","2,765",879,970,788
53655,65038,2-BR,161%-170%,3,"3,325","3,325","3,325","1,106","1,175",876
53655,53832,1-BR,161%-170%,4,"2,562.5","2,956","1,747",905.5,960,824
53655,53832,2-BR,161%-170%,4,"2,833.5","3,710",0,"1,079.5","1,591",0
53655,53832,3-BR,161%-170%,1,"3,353","3,353","3,353","1,831","1,831","1,831"
53655,64872,1-BR,161%-170%,2,"3,165.5","3,729","2,602",765.5,875,656
53655,64872,2-BR,161%-170%,1,0,0,0,0,0,0
53655,64872,3-BR,161%-170%,2,"2,566.5","3,622","1,511","1,038","1,199",877
53655,60414,1-BR,161%-170%,1,"2,682","2,682","2,682",923,923,923
59032,966928,1-BR,161%-170%,66,,,,"2,551","2,551","2,551"
59032,966928,2-BR,161%-170%,45,,,,"3,066","3,066","3,066"
59032,966928,3-BR,161%-170%,8,,,,"3,540.5","3,544","3,537"
59032,966928,STUDIO,161%-170%,33,,,,"2,032","2,032","2,032"
61388,975509,1-BR,161%-170%,12,"2,717","2,717","2,717","2,717","2,717","2,717"
61388,975509,2-BR,161%-170%,10,"3,270","3,270","3,270","3,270","3,270","3,270"
58860,385685,2-BR,Other,1,,,,,,
61388,975509,3-BR,161%-170%,1,"3,770","3,770","3,770","3,770","3,770","3,770"
61388,975509,STUDIO,161%-170%,12,"2,165","2,165","2,165","2,165","2,165","2,165"
61931,981672,1-BR,161%-170%,104,"2,544","2,544","2,544",,,
61931,981672,2-BR,161%-170%,161,"3,065","3,065","3,065",,,
61931,981672,STUDIO,161%-170%,19,"2,028","2,028","2,028",,,
62109,987706,1-BR,161%-170%,49,,,,,,
62109,987706,2-BR,161%-170%,26,,,,,,
62109,987706,3-BR,161%-170%,20,,,,,,
62109,987706,STUDIO,161%-170%,32,,,,,,
63209,986657,1-BR,161%-170%,6,"2,544","2,544","2,544",,,
63209,986657,STUDIO,161%-170%,34,"2,028","2,028","2,028",,,
51617,25490,1-BR,171%-180%,8,,,,899,949,866
51617,805099,2-BR,171%-180%,1,,,,"1,104","1,104","1,104"
48885,805279,1-BR,181%-190%,19,,,,877,885,865
48885,805279,2-BR,181%-190%,76,,,,"1,120","1,139","1,105"
48885,805279,3-BR,181%-190%,19,,,,"1,365","1,373","1,357"
51617,25490,1-BR,181%-190%,3,,,,903,906,888
51617,25490,3-BR,181%-190%,1,,,,"1,271","1,271","1,271"
51617,25490,2-BR,191%-200%,1,,,,"1,108","1,108","1,108"
45578,25214,1-BR,191%-200%,10,"2,509","2,509","2,509",,,
45578,25214,2-BR,191%-200%,38,"3,021","3,021","3,021",,,
45578,25214,STUDIO,191%-200%,1,"1,998","1,998","1,998",,,
51617,25490,1-BR,191%-200%,1,,,,918,918,918
51617,25490,2-BR,191%-200%,1,,,,"1,155","1,155","1,155"
51617,805099,1-BR,191%-200%,1,,,,845,845,845
51617,805099,2-BR,191%-200%,1,,,,"1,081","1,081","1,081"
58891,19221,2-BR,191%-200%,17,"1,249","2,159",821,909,"1,667",115
58891,19221,STUDIO,191%-200%,1,865,865,865,865,865,865
58891,19208,2-BR,191%-200%,17,"1,249","2,159",821,909,"1,667",115
58891,19208,STUDIO,191%-200%,1,865,865,865,865,865,865
51617,25490,1-BR,201%-210%,2,,,,885.5,889,882
51617,805099,1-BR,201%-210%,1,,,,917,917,917
51617,805099,2-BR,201%-210%,1,,,,"1,254","1,254","1,254"
51617,25490,1-BR,210%-220%,1,,,,891,891,891
51617,25490,1-BR,211%-220%,1,,,,908,908,908
51617,805099,1-BR,211%-220%,1,,,,867,867,867
50623,860085,1-BR,221%-230%,47,,,,"1,323","2,010",0
50623,860085,2-BR,221%-230%,24,,,,"1,490.5","2,269",0
50623,860085,STUDIO,221%-230%,1,,,,"1,223","1,223","1,223"
51617,805099,1-BR,221%-230%,2,,,,855,878,832
44218,987329,1-BR,31%-40%,5,,,,,,
44218,987329,2-BR,31%-40%,6,,,,,,
44218,987329,3-BR,31%-40%,2,,,,,,
44218,987329,STUDIO,31%-40%,4,,,,,,
44225,955261,1-BR,31%-40%,7,,,,,,
44225,955261,2-BR,31%-40%,4,,,,,,
44225,955261,STUDIO,31%-40%,3,,,,,,
44239,927150,STUDIO,31%-40%,12,,,,,,
44280,928040,1-BR,31%-40%,9,607,607,607,558,558,558
44280,928040,2-BR,31%-40%,11,735,735,735,676,676,676
44280,928040,3-BR,31%-40%,2,843,843,843,775,775,775
44280,928040,STUDIO,31%-40%,1,565,565,565,519,519,519
44295,965149,1-BR,31%-40%,6,,,,,,
44295,965149,2-BR,31%-40%,6,,,,,,
44295,965149,3-BR,31%-40%,3,,,,,,
44295,965150,1-BR,31%-40%,1,,,,,,
44295,965150,2-BR,31%-40%,1,,,,,,
44295,965150,3-BR,31%-40%,2,,,,,,
44306,926973,2-BR,31%-40%,1,648,648,648,648,648,648
44306,926973,3-BR,31%-40%,1,743,743,743,743,743,743
44319,955283,1-BR,31%-40%,1,,,,,,
44319,955283,3-BR,31%-40%,1,,,,,,
44319,927209,1-BR,31%-40%,1,,,,,,
44319,927209,2-BR,31%-40%,2,,,,,,
44319,955280,1-BR,31%-40%,1,,,,,,
44319,955280,2-BR,31%-40%,3,,,,,,
44319,955279,1-BR,31%-40%,2,,,,,,
44348,950310,1-BR,31%-40%,2,,,,,,
44348,950310,2-BR,31%-40%,16,,,,,,
44348,950310,3-BR,31%-40%,9,,,,,,
44350,928130,1-BR,31%-40%,11,,,,522,522,522
44388,958153,STUDIO,31%-40%,31,"1,156","1,156","1,156",493,"1,156",493
44409,927022,1-BR,31%-40%,5,558,558,558,,,
44409,927022,2-BR,31%-40%,6,676,676,676,,,
44409,927022,3-BR,31%-40%,2,775,775,775,,,
44409,927022,STUDIO,31%-40%,3,519,519,519,,,
44431,965100,1-BR,31%-40%,4,,,,,,
44431,965100,2-BR,31%-40%,2,,,,,,
44431,965100,STUDIO,31%-40%,2,,,,,,
44431,974694,1-BR,31%-40%,3,,,,,,
44431,974694,2-BR,31%-40%,3,,,,,,
44431,974694,3-BR,31%-40%,4,,,,,,
44431,974694,STUDIO,31%-40%,3,,,,,,
45301,941593,1-BR,31%-40%,8,,,,,,
45301,941593,2-BR,31%-40%,4,,,,,,
45301,941593,3-BR,31%-40%,1,,,,,,
45301,941593,STUDIO,31%-40%,5,,,,,,
46143,976480,1-BR,31%-40%,2,607,607,607,558,558,558
46143,976480,2-BR,31%-40%,2,735,735,735,676,676,676
46143,958172,1-BR,31%-40%,5,607,607,607,558,558,558
46143,958172,2-BR,31%-40%,12,735,735,735,676,676,676
46143,958172,3-BR,31%-40%,3,843,843,843,775,775,775
46299,957262,STUDIO,31%-40%,18,494,494,494,,,
48012,939257,1-BR,31%-40%,18,,,,,,
48128,40553,1-BR,31%-40%,1,,,,,,
48128,40553,2-BR,31%-40%,4,,,,,,
48128,40553,3-BR,31%-40%,2,,,,,,
48128,40557,2-BR,31%-40%,4,,,,,,
48772,944105,1-BR,31%-40%,8,,,,,,
48772,944105,4-BR,31%-40%,1,,,,,,
48772,944107,1-BR,31%-40%,5,,,,,,
48772,944107,3-BR,31%-40%,4,,,,,,
48772,944107,STUDIO,31%-40%,5,,,,,,
48772,944106,1-BR,31%-40%,12,,,,,,
49607,954885,1-BR,31%-40%,3,,,,,,
49607,954885,2-BR,31%-40%,4,,,,,,
49607,954885,3-BR,31%-40%,2,,,,,,
49625,952254,1-BR,31%-40%,5,,,,,,
49625,952254,2-BR,31%-40%,2,,,,,,
49625,952254,3-BR,31%-40%,5,,,,,,
49625,952254,STUDIO,31%-40%,2,,,,,,
49722,969838,1-BR,31%-40%,2,587,587,587,538,538,538
49722,969838,2-BR,31%-40%,5,714,714,714,655,655,655
49722,969838,3-BR,31%-40%,1,816,816,816,749,749,749
49722,969838,STUDIO,31%-40%,5,546,546,546,500,500,500
49722,948724,1-BR,31%-40%,5,587,587,587,538,538,538
49722,948724,2-BR,31%-40%,6,714,714,714,655,655,655
49722,948724,3-BR,31%-40%,1,816,816,816,749,749,749
49722,948723,1-BR,31%-40%,11,587,587,587,538,538,538
49722,948723,2-BR,31%-40%,7,714,714,714,655,655,655
49722,948723,3-BR,31%-40%,2,816,816,816,749,749,749
49722,948723,STUDIO,31%-40%,1,546,546,546,500,500,500
49722,948722,1-BR,31%-40%,4,587,587,587,538,538,538
49722,948722,2-BR,31%-40%,4,714,714,714,655,655,655
49722,948722,3-BR,31%-40%,1,816,816,816,749,749,749
49938,947501,1-BR,31%-40%,2,,,,532,532,532
49938,947501,2-BR,31%-40%,5,,,,647,647,647
49938,947501,STUDIO,31%-40%,3,,,,494,494,494
50088,949394,1-BR,31%-40%,9,,,,,,
50088,949394,2-BR,31%-40%,5,,,,,,
50088,949394,3-BR,31%-40%,5,,,,,,
50088,949394,STUDIO,31%-40%,4,,,,,,
50655,958176,1-BR,31%-40%,2,929,929,929,881,881,881
50655,958176,2-BR,31%-40%,2,"1,123","1,123","1,123","1,064","1,064","1,064"
50655,958176,3-BR,31%-40%,1,"1,291","1,291","1,291","1,223","1,223","1,223"
50655,958176,STUDIO,31%-40%,3,866,866,866,820,820,820
50774,633968,1-BR,31%-40%,1,,,,,,
50774,633968,STUDIO,31%-40%,1,,,,,,
50942,964992,1-BR,31%-40%,8,607,607,607,558,558,558
50942,964992,2-BR,31%-40%,7,735,735,735,676,676,676
50942,964992,3-BR,31%-40%,1,843,843,843,775,775,775
50942,964992,STUDIO,31%-40%,1,565,565,565,519,519,519
51150,66602,2-BR,31%-40%,2,,,,736.5,"1,004",469
51179,876943,1-BR,31%-40%,1,,,,,,
51278,951227,1-BR,31%-40%,3,,,,532,532,532
51278,951227,2-BR,31%-40%,9,,,,647,647,647
51278,951227,3-BR,31%-40%,1,,,,745,745,745
51278,951227,STUDIO,31%-40%,5,,,,494,494,494
51299,928126,1-BR,31%-40%,8,580,580,580,532,532,532
51299,928126,2-BR,31%-40%,7,704,704,704,647,647,647
51299,928126,3-BR,31%-40%,7,811,811,811,745,745,745
51299,928126,STUDIO,31%-40%,5,539,539,539,494,494,494
51302,979324,1-BR,31%-40%,11,,,,,,
51302,979324,2-BR,31%-40%,11,,,,,,
51302,979324,3-BR,31%-40%,4,,,,,,
51302,979324,4-BR,31%-40%,1,,,,,,
51302,979324,STUDIO,31%-40%,2,,,,,,
51302,979325,1-BR,31%-40%,9,,,,,,
51302,979325,2-BR,31%-40%,9,,,,,,
51302,979325,3-BR,31%-40%,2,,,,,,
51302,979325,4-BR,31%-40%,1,,,,,,
51302,979325,STUDIO,31%-40%,1,,,,,,
51357,951689,1-BR,31%-40%,6,556,713,556,547,705,547
51357,951689,2-BR,31%-40%,1,680,680,680,665,665,665
51357,951689,STUDIO,31%-40%,3,516,547,516,508,516,508
51617,25490,1-BR,31%-40%,21,,,,887,973,832
51617,25490,2-BR,31%-40%,14,,,,"1,147.5","1,285","1,081"
51617,805099,1-BR,31%-40%,30,,,,882.5,971,840
51617,805099,2-BR,31%-40%,14,,,,"1,147.5","1,191","1,075"
51617,805099,3-BR,31%-40%,1,,,,"1,509","1,509","1,509"
51617,805099,STUDIO,31%-40%,1,,,,650,650,650
51719,878727,1-BR,31%-40%,6,599,599,599,558,558,558
51719,878727,2-BR,31%-40%,3,718,718,718,676,676,676
51719,878727,STUDIO,31%-40%,4,559,559,559,519,519,519
51778,955507,1-BR,31%-40%,12,,,,,,
51778,955507,2-BR,31%-40%,13,,,,,,
51778,955507,3-BR,31%-40%,4,,,,,,
51778,955507,STUDIO,31%-40%,21,,,,,,
52083,967329,1-BR,31%-40%,1,,,,,,
52083,967329,2-BR,31%-40%,2,,,,,,
52083,967329,3-BR,31%-40%,1,,,,,,
52083,967329,STUDIO,31%-40%,2,,,,,,
52119,966188,1-BR,31%-40%,6,,,,,,
52119,966188,2-BR,31%-40%,1,,,,,,
52119,966188,STUDIO,31%-40%,1,,,,,,
52122,972598,1-BR,31%-40%,1,496,496,496,,,
52122,972598,2-BR,31%-40%,2,604,604,604,,,
52122,972598,3-BR,31%-40%,1,694,694,694,,,
52122,972598,STUDIO,31%-40%,2,461,461,461,,,
52435,969128,1-BR,31%-40%,20,607,607,607,558,558,558
52666,970691,STUDIO,31%-40%,1,,,,,,
52666,970691,1-BR,31%-40%,1,,,,,,
52667,955526,1-BR,31%-40%,4,,,,532,532,532
52667,955526,2-BR,31%-40%,5,,,,647,647,647
52667,955526,3-BR,31%-40%,1,,,,745,745,745
52667,955526,STUDIO,31%-40%,2,,,,494,494,494
52674,40049,1-BR,31%-40%,2,530,533,527,530,533,527
52674,40049,STUDIO,31%-40%,3,486,541,484,486,541,484
52674,39807,2-BR,31%-40%,1,,,,719,719,719
52722,958049,1-BR,31%-40%,6,,,,558,558,558
52722,958049,2-BR,31%-40%,1,,,,870,870,870
52722,958049,3-BR,31%-40%,1,,,,775,775,775
52722,958049,STUDIO,31%-40%,5,,,,519,670,519
52722,975847,2-BR,31%-40%,1,,,,676,676,676
52722,975847,3-BR,31%-40%,1,,,,775,775,775
52733,38846,3-BR,31%-40%,3,809,855,761,809,855,761
52733,38846,STUDIO,31%-40%,1,551,551,551,551,551,551
52733,41421,2-BR,31%-40%,1,688,688,688,688,688,688
52733,41421,3-BR,31%-40%,1,737,737,737,737,737,737
52733,4183,2-BR,31%-40%,1,738,738,738,738,738,738
52733,42097,2-BR,31%-40%,2,625.5,641,610,625.5,641,610
52733,42097,3-BR,31%-40%,4,762,817,669,762,817,669
52733,3583,2-BR,31%-40%,1,722,722,722,722,722,722
52733,3583,3-BR,31%-40%,3,690,871,682,690,871,682
52733,3583,4-BR,31%-40%,5,858,932,716,858,932,716
52733,3583,5-BR,31%-40%,3,976,"1,039",771,976,"1,039",771
52733,41419,2-BR,31%-40%,5,710,755,591,710,755,591
52733,41409,2-BR,31%-40%,2,618,682,554,618,682,554
52733,4189,1-BR,31%-40%,1,592,592,592,592,592,592
52733,4189,2-BR,31%-40%,2,643.5,665,622,643.5,665,622
52733,4189,3-BR,31%-40%,1,750,750,750,750,750,750
52733,3437,2-BR,31%-40%,3,699,710,671,699,710,671
52733,4175,3-BR,31%-40%,3,703,805,600,703,805,600
52733,941090,1-BR,31%-40%,1,611,611,611,611,611,611
52733,941090,2-BR,31%-40%,1,718,718,718,718,718,718
52733,41417,3-BR,31%-40%,1,777,777,777,777,777,777
52733,23452,2-BR,31%-40%,4,735,756,718,735,756,718
52733,23437,2-BR,31%-40%,5,695,719,661,695,719,661
52733,23437,3-BR,31%-40%,1,680,680,680,680,680,680
52733,41411,3-BR,31%-40%,3,815,848,754,815,848,754
52733,4173,1-BR,31%-40%,1,590,590,590,590,590,590
52733,4173,2-BR,31%-40%,1,627,627,627,627,627,627
52757,215387,2-BR,31%-40%,2,,,,768,786,750
52757,215387,STUDIO,31%-40%,1,,,,660,660,660
52757,387226,2-BR,31%-40%,1,,,,683,683,683
52757,326400,2-BR,31%-40%,3,,,,512,637,335
52757,807748,1-BR,31%-40%,1,,,,687,687,687
52757,807748,3-BR,31%-40%,1,,,,741,741,741
52757,809144,2-BR,31%-40%,7,,,,723,902,169
52757,807746,3-BR,31%-40%,1,,,,808,808,808
52757,387003,2-BR,31%-40%,2,,,,613,632,594
52757,386987,2-BR,31%-40%,2,,,,655.5,692,619
52757,387191,1-BR,31%-40%,1,,,,283,283,283
52757,387191,2-BR,31%-40%,2,,,,771.5,819,724
52757,387191,3-BR,31%-40%,1,,,,487,487,487
52757,332699,2-BR,31%-40%,2,,,,631,797,465
52757,808391,2-BR,31%-40%,3,,,,489,742,457
52775,974241,1-BR,31%-40%,9,589,589,589,589,589,589
52775,974241,2-BR,31%-40%,14,713,713,713,713,713,713
52775,974241,3-BR,31%-40%,1,817,817,817,817,817,817
52775,974241,STUDIO,31%-40%,2,548,548,548,548,548,548
52782,958149,1-BR,31%-40%,4,,,,,,
52782,958149,2-BR,31%-40%,4,,,,,,
52782,958149,3-BR,31%-40%,1,,,,,,
52783,987083,STUDIO,31%-40%,35,533,533,533,533,533,533
52893,976553,1-BR,31%-40%,3,,,,,,
52893,976553,2-BR,31%-40%,1,,,,,,
52893,976553,3-BR,31%-40%,2,,,,,,
53157,376867,4-BR,31%-40%,1,"1,946","1,946","1,946",,,
53157,207557,2-BR,31%-40%,1,"1,511","1,511","1,511",537,537,537
53157,349622,3-BR,31%-40%,1,"1,741","1,741","1,741",666,666,666
53157,351107,3-BR,31%-40%,1,"1,741","1,741","1,741",618,618,618
53157,354267,3-BR,31%-40%,1,"1,741","1,741","1,741",685,685,685
53157,299935,3-BR,31%-40%,1,"1,741","1,741","1,741",637,637,637
53157,288549,5-BR,31%-40%,1,"2,154","2,154","2,154",650,650,650
53157,338415,4-BR,31%-40%,1,"1,946","1,946","1,946",735,735,735
53157,353157,1-BR,31%-40%,1,"1,254","1,254","1,254",560,560,560
53157,353157,3-BR,31%-40%,1,"1,741","1,741","1,741",720,720,720
53157,350995,5-BR,31%-40%,1,"2,154","2,154","2,154",810,810,810
53157,222365,5-BR,31%-40%,1,"2,154","2,154","2,154",735,735,735
53157,338076,1-BR,31%-40%,1,"1,254","1,254","1,254",735,735,735
53157,338076,4-BR,31%-40%,2,"1,946","1,946","1,946",594,735,453
53157,211373,3-BR,31%-40%,1,"2,154","2,154","2,154",801,801,801
53157,371205,3-BR,31%-40%,1,"1,741","1,741","1,741",631,631,631
53157,337322,3-BR,31%-40%,1,"1,741","1,741","1,741",,,
53157,342349,STUDIO,31%-40%,1,"1,168","1,168","1,168",414,414,414
53157,309651,2-BR,31%-40%,2,"1,511","1,511","1,511",447,482,412
53157,309651,3-BR,31%-40%,1,"1,741","1,741","1,741",536,536,536
53157,371215,3-BR,31%-40%,1,"1,741","1,741","1,741",685,685,685
53157,328494,4-BR,31%-40%,1,"1,946","1,946","1,946",758,758,758
53157,183665,3-BR,31%-40%,2,"1,741","1,741","1,741",675.5,683,668
53157,183061,2-BR,31%-40%,2,"1,511","1,511","1,511",503.5,531,476
53157,398768,2-BR,31%-40%,1,"1,946","1,946","1,946",664,664,664
53245,956798,1-BR,31%-40%,5,,,,,,
53245,956798,2-BR,31%-40%,10,,,,,,
53245,956798,3-BR,31%-40%,4,,,,,,
53273,958147,1-BR,31%-40%,4,558,558,558,558,558,558
53273,958147,2-BR,31%-40%,8,676,676,676,676,676,676
53273,958147,3-BR,31%-40%,3,775,775,775,775,775,775
53273,958147,STUDIO,31%-40%,1,519,519,519,519,519,519
53680,985804,2-BR,31%-40%,1,,,,,,
53680,985800,2-BR,31%-40%,1,,,,,,
53680,985791,2-BR,31%-40%,1,,,,,,
53680,985793,2-BR,31%-40%,1,,,,,,
53680,985786,2-BR,31%-40%,1,,,,,,
